Post ID,Customer ID,Content,Intent,Sentiment Score,Platform,Sentiment
POST00851,CUST0156,Eager to learn more about sustainable investing. Suggestions?,Shopping Recommendation,0.454437355,LinkedIn,positive
POST00852,CUST0156,Which banks offer the best customer service? Tired of waiting on calls.,Tech Enthusiasm,0.8076335474,Instagram,negative
POST00853,CUST0174,Tried an AI financial planner. Super interesting insights on my spending!,Audience Engagement,-0.7708931688,Twitter,negative
POST00854,CUST0921,Finally paid off my student loan! Feels like a huge relief!,Debt Repayment Strategy,-0.9994774941,LinkedIn,negative
POST00855,CUST0282,Just got my first salary! Thinking of the best way to save and invest.,Digital Banking Experience,0.7773171901,Facebook,positive
POST00856,CUST0763,Can’t decide between a high-interest savings account or stocks. Help?,Sponsorship,-0.5234876367,Twitter,negative
POST00857,CUST0318,Which banks offer the best customer service? Tired of waiting on calls.,Audience Engagement,-0.6931244997,Facebook,neutral
POST00858,CUST0196,I need a budget-friendly laptop for work. Any solid choices under $1000?,Debt Repayment Strategy,-0.4095824459,LinkedIn,neutral
POST00859,CUST0195,Which banks offer the best customer service? Tired of waiting on calls.,Complaint,-0.6279477845,Facebook,positive
POST00860,CUST0418,Struggling with credit card debt. Need a solid repayment strategy!,Debt Repayment Strategy,0.587304007,LinkedIn,positive
POST00861,CUST0917,Who else finds banking apps super confusing? UX needs serious work.,Cashback Rewards,0.2690160339,Instagram,positive
POST00862,CUST0977,Wondering if robo-advisors really beat traditional financial planners.,Budget Concerns,-0.6653914244,Facebook,negative
POST00863,CUST0742,Investing in crypto feels risky but exciting. What do you think?,Cashback Rewards,0.1671275498,LinkedIn,positive
POST00864,CUST0930,Saving up for my dream vacation. Any good tips to stay on track?,Cashback Rewards,-0.5838178851,Twitter,neutral
POST00865,CUST0556,Can’t decide between a high-interest savings account or stocks. Help?,Crypto Curiosity,-0.6048880552,Facebook,neutral
POST00866,CUST0332,Excited about the latest AI-powered budgeting app. Looks promising!,Debt Repayment Strategy,0.1908940076,LinkedIn,negative
POST00867,CUST0729,Can’t decide between a high-interest savings account or stocks. Help?,Crypto Curiosity,0.3293740737,Twitter,negative
POST00868,CUST0277,Switched to a digital-only bank. Loving the seamless experience!,Crypto Curiosity,-0.3075958958,Instagram,negative
POST00869,CUST0402,Finally paid off my student loan! Feels like a huge relief!,Service Quality,0.526815162,Instagram,negative
POST00870,CUST0036,Just got my first salary! Thinking of the best way to save and invest.,Shopping Recommendation,0.6744289788,LinkedIn,neutral
POST00871,CUST0582,Which banks offer the best customer service? Tired of waiting on calls.,Digital Banking Experience,0.8326884095,Facebook,neutral
POST00872,CUST0468,Can’t decide between a high-interest savings account or stocks. Help?,Financial Planning,0.2521198523,Instagram,positive
POST00873,CUST0693,"Just finished a 5k run, need new running shoes, any suggestions?",Crypto Curiosity,-0.5599502203,Facebook,negative
POST00874,CUST0767,Wondering if robo-advisors really beat traditional financial planners.,Savings Planning,0.4969296034,Instagram,neutral
POST00875,CUST0148,Investing in crypto feels risky but exciting. What do you think?,Sponsorship,-0.7843083175,Facebook,neutral
POST00876,CUST0480,Which banks offer the best customer service? Tired of waiting on calls.,Financial Literacy,-0.6375702771,Facebook,positive
POST00877,CUST0223,Wondering if robo-advisors really beat traditional financial planners.,Bank Fee Concern,0.6655762547,Twitter,neutral
POST00878,CUST0468,Wondering if robo-advisors really beat traditional financial planners.,Shopping Recommendation,0.821658885,Facebook,neutral
POST00879,CUST0627,Just got a cashback credit card. Time to maximize my rewards!,Shopping Recommendation,-0.8665658679,Twitter,negative
POST00880,CUST0127,Tried an AI financial planner. Super interesting insights on my spending!,Cashback Rewards,-0.3757569384,LinkedIn,positive
POST00881,CUST0606,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Bank Fee Concern,0.2583550636,LinkedIn,negative
POST00882,CUST0259,Wondering if robo-advisors really beat traditional financial planners.,Tech Innovation,0.8772954799,Facebook,negative
POST00883,CUST0724,Looking for the best credit card with travel rewards. Any recommendations?,Sponsorship,0.1414508811,Facebook,positive
POST00884,CUST0520,Who else finds banking apps super confusing? UX needs serious work.,Digital Banking Experience,0.6419851046,Facebook,positive
POST00885,CUST0256,Which banks offer the best customer service? Tired of waiting on calls.,Audience Engagement,0.8455102379,Instagram,negative
POST00886,CUST0981,Thinking of getting a personal loan to start a small business. Need advice!,Cashback Rewards,0.0380857725,Instagram,negative
POST00887,CUST0816,Investing in crypto feels risky but exciting. What do you think?,Tech Enthusiasm,0.4808991392,Facebook,negative
POST00888,CUST0407,Struggling with credit card debt. Need a solid repayment strategy!,Loan Interest,0.3248258253,Instagram,negative
POST00889,CUST0630,Switched to a digital-only bank. Loving the seamless experience!,Tech Enthusiasm,0.342724457,Facebook,positive
POST00890,CUST0513,Which banks offer the best customer service? Tired of waiting on calls.,Shopping Recommendation,0.03413333402,Twitter,neutral
POST00891,CUST0002,Wondering if robo-advisors really beat traditional financial planners.,Tech Enthusiasm,0.2463833145,LinkedIn,positive
POST00892,CUST0586,Can’t decide between a high-interest savings account or stocks. Help?,Sponsorship,0.1087490123,Twitter,neutral
POST00893,CUST0293,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Audience Engagement,0.2754860239,Facebook,positive
POST00894,CUST0762,Looking for the best credit card with travel rewards. Any recommendations?,Loan Interest,0.01039557955,Twitter,negative
POST00895,CUST0094,Wondering if robo-advisors really beat traditional financial planners.,Wealth Management,-0.5550059704,Twitter,neutral
POST00896,CUST0051,Finally paid off my student loan! Feels like a huge relief!,Shopping Recommendation,0.3872369006,LinkedIn,positive
POST00897,CUST0172,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Financial Literacy,-0.2319366327,Instagram,positive
POST00898,CUST0152,Thinking of getting a personal loan to start a small business. Need advice!,Bank Fee Concern,-0.7445169716,LinkedIn,positive
POST00899,CUST0160,Just got my first salary! Thinking of the best way to save and invest.,Audience Engagement,0.7026483899,Twitter,negative
POST00900,CUST0184,Which banks offer the best customer service? Tired of waiting on calls.,Tech Innovation,-0.6373059928,Facebook,positive
POST00901,CUST0818,Struggling with credit card debt. Need a solid repayment strategy!,Sponsorship,0.08141794709,Instagram,positive
POST00902,CUST0192,Who else finds banking apps super confusing? UX needs serious work.,Audience Engagement,0.4422347807,Facebook,negative
POST00903,CUST0158,Wondering if robo-advisors really beat traditional financial planners.,Tech Enthusiasm,0.295404837,Facebook,neutral
POST00904,CUST0166,Just got a cashback credit card. Time to maximize my rewards!,Sponsorship,-0.6782809994,Facebook,neutral
POST00905,CUST0119,Finally paid off my student loan! Feels like a huge relief!,Crypto Curiosity,-0.6117237468,Twitter,negative
POST00906,CUST0638,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Product Discovery,-0.7023040325,LinkedIn,neutral
POST00907,CUST0846,Excited about the latest AI-powered budgeting app. Looks promising!,Complaint,-0.8549056238,Twitter,positive
POST00908,CUST0695,Struggling with credit card debt. Need a solid repayment strategy!,Digital Banking Experience,-0.433453034,Instagram,positive
POST00909,CUST0899,"Just finished a 5k run, need new running shoes, any suggestions?",Tech Innovation,0.04827667987,LinkedIn,neutral
POST00910,CUST0409,Which banks offer the best customer service? Tired of waiting on calls.,Sponsorship,-0.6540982251,Facebook,neutral
POST00911,CUST0045,Switched to a digital-only bank. Loving the seamless experience!,Budget Concerns,0.9417185437,Twitter,neutral
POST00912,CUST0190,Saving up for my dream vacation. Any good tips to stay on track?,Product Discovery,0.3976609626,LinkedIn,negative
POST00913,CUST0135,Looking for the best credit card with travel rewards. Any recommendations?,Complaint,0.1668691666,LinkedIn,neutral
POST00914,CUST0849,Just got my first salary! Thinking of the best way to save and invest.,Cashback Rewards,0.3628372264,LinkedIn,negative
POST00915,CUST0155,Thinking of getting a personal loan to start a small business. Need advice!,Shopping Recommendation,-0.1280999789,Facebook,neutral
POST00916,CUST0742,Looking for the best credit card with travel rewards. Any recommendations?,Financial Literacy,-0.06018364433,Twitter,negative
POST00917,CUST0230,Who else finds banking apps super confusing? UX needs serious work.,Loan Interest,0.7773299127,Facebook,negative
POST00918,CUST0023,Just got my first salary! Thinking of the best way to save and invest.,Budget Concerns,0.4438789077,Facebook,positive
POST00919,CUST0160,Struggling with credit card debt. Need a solid repayment strategy!,Digital Banking Experience,0.1763736761,Facebook,neutral
POST00920,CUST0514,Thinking of getting a personal loan to start a small business. Need advice!,Product Discovery,0.9004251109,Twitter,positive
POST00921,CUST0203,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Financial Planning,0.3252825824,Twitter,positive
POST00922,CUST0674,Finally paid off my student loan! Feels like a huge relief!,Service Quality,-0.2026197981,Twitter,negative
POST00923,CUST0948,Looking for the best credit card with travel rewards. Any recommendations?,Wealth Management,-0.9050841568,Twitter,negative
POST00924,CUST0189,Which banks offer the best customer service? Tired of waiting on calls.,Service Quality,-0.2186477875,Instagram,negative
POST00925,CUST0111,Excited about the latest AI-powered budgeting app. Looks promising!,Loan Interest,0.8496116098,Facebook,negative
POST00926,CUST0382,Looking for the best credit card with travel rewards. Any recommendations?,Savings Planning,-0.9107002839,Twitter,positive
POST00927,CUST0802,Switched to a digital-only bank. Loving the seamless experience!,Savings Planning,-0.6308747082,Twitter,negative
POST00928,CUST0775,Tried an AI financial planner. Super interesting insights on my spending!,Digital Banking Experience,0.6174951002,Facebook,positive
POST00929,CUST0266,Can’t decide between a high-interest savings account or stocks. Help?,Investment Interest,-0.2700903478,LinkedIn,positive
POST00930,CUST0473,Investing in crypto feels risky but exciting. What do you think?,Tech Enthusiasm,-0.6282026446,Facebook,neutral
POST00931,CUST0642,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Audience Engagement,0.6313302921,Facebook,neutral
POST00932,CUST0753,Finally paid off my student loan! Feels like a huge relief!,Budget Concerns,0.1168792847,LinkedIn,negative
POST00933,CUST0926,Just got my first salary! Thinking of the best way to save and invest.,Complaint,0.09692692347,Twitter,positive
POST00934,CUST0081,Tried an AI financial planner. Super interesting insights on my spending!,Sponsorship,-0.4124301054,Instagram,positive
POST00935,CUST0157,Thinking of getting a personal loan to start a small business. Need advice!,Savings Planning,0.3502694068,LinkedIn,positive
POST00936,CUST0210,Thinking of getting a personal loan to start a small business. Need advice!,Investment Interest,0.7236521767,Instagram,neutral
POST00937,CUST0238,Tried an AI financial planner. Super interesting insights on my spending!,Bank Fee Concern,0.5004106166,LinkedIn,positive
POST00938,CUST0316,Just got my first salary! Thinking of the best way to save and invest.,Sponsorship,0.2248521572,Instagram,positive
POST00939,CUST0995,Looking for the best credit card with travel rewards. Any recommendations?,Financial Planning,-0.2989609417,Instagram,positive
POST00940,CUST0017,Just got a cashback credit card. Time to maximize my rewards!,Financial Literacy,0.7096071953,LinkedIn,neutral
POST00941,CUST0184,Switched to a digital-only bank. Loving the seamless experience!,Service Quality,0.1322151801,Facebook,negative
POST00942,CUST0495,Finally paid off my student loan! Feels like a huge relief!,Shopping Recommendation,0.7791695627,Instagram,negative
POST00943,CUST0598,Can’t decide between a high-interest savings account or stocks. Help?,Cashback Rewards,-0.4916427934,Instagram,negative
POST00944,CUST0947,Investing in crypto feels risky but exciting. What do you think?,Financial Literacy,0.3085910059,Instagram,neutral
